ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
3295,42,22482.579196925075,0.5073261106205845,0,124,0,0,-124
3296,24,26084.598218355364,0.16455842969759094,1,629,8359,3288,11018
3297,52,33622.902176328935,0.06201704194087134,1,263,6013,1644,7394
3298,24,37271.17936755143,0.2624425910570551,1,1403,8543,2428,9568
3299,61,39687.22852067743,0.07044439407756771,0,179,0,0,-179
3300,52,25024.860285113104,0.22316270180370334,1,901,11275,2694,13068
3301,39,32960.178329595416,0.321475914039095,0,88,0,0,-88
3302,41,24897.887378357875,0.07177401842608781,1,233,6103,1813,7683
3303,25,55466.632490380565,0.0076844928230836015,0,24,0,0,-24
3304,18,20841.12481165619,0.0088543372425924,1,10,14995,1399,16384
3305,24,25132.013075772087,0.1169129774083729,1,1429,18141,1344,18056
3306,66,28104.91893464461,0.1573279390769707,1,156,6000,1779,7623
3307,28,31482.211072037906,0.045988516301116236,1,237,5805,1445,7013
3308,53,20623.81991410279,0.031598665402696645,1,766,10937,1425,11596
3309,47,28520.327842123304,0.19802055793100712,1,536,7311,1442,8217
3310,30,68836.70567274983,0.2889263373519102,1,455,7600,2393,9538
3311,23,59931.7966983351,0.007263197436375694,1,1584,21312,1795,21523
3312,37,20810.894527723143,0.02138538720137727,0,137,0,0,-137
3313,62,28220.842136678642,0.4789865606553016,1,389,22264,1703,23578
3314,32,47196.17920808421,0.40472238613296097,0,67,0,0,-67
3315,30,21051.26259095001,0.25175244714368267,0,34,0,0,-34
3316,70,24719.978949756947,0.19816967430664534,1,1084,5689,2253,6858
3317,18,26847.284228043725,0.3233424076898052,1,109,6675,1413,7979
3318,50,21938.025717026667,0.030243466396518932,1,279,7168,1557,8446
3319,49,24646.204179235407,0.20221176778098124,1,588,10564,1612,11588
3320,46,45457.782845800466,0.2770437870337381,1,191,6861,1582,8252
3321,24,30056.603607683603,0.22379184831416055,1,810,8463,1707,9360
3322,29,21528.599549928444,0.008396180599783407,1,539,7030,3831,10322
3323,19,63271.61991803951,0.07875450131045061,1,469,6896,3612,10039
3324,36,32454.40717284535,0.12163942004515946,1,88,6332,1386,7630
3325,48,22153.55894369059,0.11571339012345493,1,952,5543,1394,5985
3326,22,27787.15109159858,0.24201966063241562,0,6,0,0,-6
3327,63,26967.187469615914,0.07956676653325352,1,534,5988,1869,7323
3328,46,29967.074436549967,0.18754651422206,1,193,12061,1485,13353
3329,24,30384.349468624845,0.14153503006216897,1,232,12822,2118,14708
3330,62,22791.12765859816,0.1655483444560637,1,109,9057,2361,11309
3331,36,23189.45225698162,0.13332182792398078,1,395,7195,2016,8816
3332,33,24649.84456550423,0.053139312170174105,1,239,15180,1677,16618
3333,39,26365.22541131819,0.032847080793005023,1,1201,15371,1408,15578
3334,35,25465.91684068167,0.16840614630219616,1,592,5399,1443,6250
3335,40,30391.497548294737,0.027992566659385282,1,2893,8468,3095,8670
3336,18,32151.958545454992,0.13712906913987655,1,895,20055,2551,21711
3337,68,28824.08080576699,0.28722796949244545,1,839,9922,4579,13662
3338,20,26766.37978252071,0.09842915878276064,1,859,7014,1364,7519
3339,51,26782.94019267291,0.07523428099071501,1,62,5925,1360,7223
3340,47,22884.765280115324,0.07121619716154837,1,244,16476,1384,17616
3341,49,32015.653780422712,0.05874948578741463,0,5,0,0,-5
3342,23,20998.83229528367,0.010934903794758172,1,1018,8579,1340,8901
3343,55,27837.297002365496,0.22843080910045271,0,164,0,0,-164
3344,27,51886.67851456494,0.2601740672460351,0,31,0,0,-31
3345,52,21433.349268051676,0.042760879875842275,1,751,6186,2763,8198
3346,59,21740.827503242785,0.3505926458959164,1,140,6585,1432,7877
3347,21,31620.77768739507,0.24156045263014386,1,459,6393,1715,7649
3348,53,20525.632328596766,0.01885300707116281,1,796,16362,1518,17084
3349,47,48104.05590497342,0.024186318683338946,1,309,13213,1343,14247
3350,23,24545.146518853202,0.17494383150708387,0,12,0,0,-12
3351,31,43118.27400875981,0.06153263426692393,1,346,7491,1471,8616
3352,41,22789.617801325498,0.018966344255216077,0,15,0,0,-15
3353,20,20833.590568301097,0.06656818084358175,0,1,0,0,-1
3354,41,27909.840256608688,0.010225760563832027,0,4,0,0,-4
3355,46,24793.03915311919,0.22307586389300463,0,51,0,0,-51
3356,29,35846.9630819078,0.0031050676933746073,1,238,5986,1866,7614
3357,65,27009.170446720997,0.3405650054627699,1,793,10307,1983,11497
3358,48,28717.690235195583,0.11421302325587619,0,53,0,0,-53
3359,23,21513.394234098785,0.35123568022661134,1,853,23538,2756,25441
3360,71,25903.273678098158,0.03245651803488596,0,20,0,0,-20
3361,26,53611.00564596874,0.025753144408438344,1,806,9932,2011,11137
3362,37,22526.20153702288,0.08294628448139077,0,33,0,0,-33
3363,29,52810.701937813305,0.04880961207598128,0,149,0,0,-149
3364,21,21004.339885138586,0.3292619461709416,1,474,5839,1344,6709
3365,61,22026.138543397046,0.07035665228420536,1,400,33409,1515,34524
3366,34,30331.964396675314,0.1079086992838218,1,438,6965,2644,9171
3367,20,21549.685011490823,0.2482800003193962,0,5,0,0,-5
3368,27,33923.33379128168,0.026309415739519653,1,370,6341,1343,7314
3369,60,24536.799933182563,0.0600967414876056,1,579,6322,1645,7388
3370,40,22983.502398216646,0.11862219593164679,0,8,0,0,-8
3371,19,41817.16178174324,0.007808666838365176,0,52,0,0,-52
3372,35,40437.64313063084,0.08053791340037933,1,2327,8189,2737,8599
3373,63,24311.475741876093,0.08511163713076969,1,545,7370,1639,8464
3374,35,37949.29492547955,0.13834143366471643,0,14,0,0,-14
3375,26,24048.727150154147,0.1624216234796942,0,3,0,0,-3
3376,18,20197.524506028803,0.19284015932838133,1,105,10088,1560,11543
3377,41,25192.11895337383,0.004420556364025003,1,261,5293,1619,6651
3378,62,23598.166931085,0.03457010496541923,1,516,5529,2058,7071
3379,18,23515.885226137107,0.163951789339798,1,40,7091,2567,9618
3380,24,24258.710452702042,0.02749669606483821,1,114,73735,1589,75210
3381,25,32677.726998497983,0.29450119725052276,0,6,0,0,-6
3382,20,30765.643799804104,0.1308653157005008,0,48,0,0,-48
3383,25,26842.55301748995,0.10025682514118098,1,668,5803,1659,6794
3384,24,26654.2913370547,0.019203033069109022,1,211,10686,3683,14158
3385,24,24634.452271110775,0.037893092137964816,1,305,12744,2421,14860
3386,18,23957.202387480604,0.03953355781217057,1,342,5557,1845,7060
3387,19,48893.471613478134,0.12367468966450518,1,659,5370,3430,8141
3388,25,48118.12130167944,0.007166075538800879,1,507,17316,1440,18249
3389,26,77339.49900918647,0.2646027759760669,1,1082,6879,2078,7875
3390,38,20686.959151121064,0.13612994019218522,1,1118,6320,1556,6758
3391,27,28551.566259499574,0.17848851569112972,1,47,9638,1339,10930
3392,37,26081.800599682574,0.13704128545885422,1,119,5612,1650,7143
3393,28,50717.72871728566,0.10291010691208276,1,399,8397,1585,9583
3394,65,30986.365910159464,0.12534340917567854,1,423,8038,1343,8958
3395,39,33345.58826463154,0.2717833213653103,1,107,7876,1795,9564
3396,48,20092.08345249361,0.035835208347318154,1,412,6250,1349,7187
3397,46,24377.44095110058,0.1958890942622898,1,1191,14307,1345,14461
3398,25,31255.474600587593,0.3803802927795307,0,111,0,0,-111
3399,44,25607.573068084526,0.04604055299487565,1,1124,9995,1476,10347
3400,18,26597.58394227802,0.01077987287769125,1,776,7327,2888,9439
3401,57,30315.3753125445,0.022125290897730226,1,34,6109,1373,7448
3402,64,58535.34895497798,0.47322886154140165,0,104,0,0,-104
3403,40,23086.008867646407,0.07583294932708974,1,384,6844,1525,7985
3404,39,21380.1341146642,0.16068760032295346,0,18,0,0,-18
3405,22,21091.455648253937,0.18162237058759942,1,367,10023,1515,11171
3406,42,43397.32445014391,0.0001952336010344289,0,0,0,0,0
3407,49,63616.168555881435,0.0676494987311008,0,4,0,0,-4
3408,56,34306.659367007895,0.011225201278529197,1,1286,6335,1541,6590
3409,27,21662.046827403195,0.12701740177773374,0,94,0,0,-94
3410,48,31829.481535505915,0.14008667339463235,1,427,6518,1974,8065
3411,68,29450.52458735023,0.004388885768478023,1,746,11505,2056,12815
3412,40,24093.810787299735,0.018002153431041425,1,922,7068,3656,9802
3413,18,46252.54653890926,0.0021961609805766324,0,38,0,0,-38
3414,25,36430.88244949314,0.038803778120777434,1,125,5692,2424,7991
3415,70,30030.146504672393,0.06404030674476881,1,131,7617,1872,9358
3416,30,21448.5623669486,0.14391785290556144,1,602,5473,2055,6926
3417,27,32354.66106170105,0.1126972107638473,1,44,8874,1411,10241
3418,71,28990.09107972363,0.09019802600335158,1,967,13311,2522,14866
3419,33,20359.56501515482,0.058297445730711016,1,829,5843,2085,7099
3420,39,24491.826023211885,0.05714093314244933,1,12,7608,1807,9403
3421,37,25189.74455721364,0.03730284118092742,1,1415,5504,1735,5824
3422,20,25191.94347311585,0.03171706968956754,1,1215,5420,2143,6348
3423,22,27787.47992658771,0.007055624777151184,1,234,5260,1373,6399
3424,37,21177.89579163485,0.1676161584159151,0,62,0,0,-62
3425,66,34011.30678731018,0.15116182563475947,0,122,0,0,-122
3426,33,117186.14027513514,0.13126772171730594,1,32,6123,1404,7495
3427,65,23004.423994466582,0.1869116158078504,0,37,0,0,-37
3428,65,22176.693667458207,0.19426760141413016,0,2,0,0,-2
3429,19,20300.211264379905,0.003307704093220456,1,144,15831,2020,17707
3430,33,21676.294904269154,0.06537387499302838,1,1891,7245,1578,6932
3431,59,21083.41931918268,0.020238731719530174,1,481,7029,1874,8422
3432,37,45930.045707715006,0.029997513319626946,1,129,6916,3050,9837
3433,18,20769.480078314118,0.3146868720696442,0,18,0,0,-18
3434,37,22230.36823688934,0.29248174817000155,1,682,9147,1355,9820
3435,19,20012.20583326446,0.07062809137346995,1,217,5902,1467,7152
3436,25,21158.391064353804,0.2476137637927293,1,2403,21174,1764,20535
3437,51,31215.145643980784,0.006249963318015729,1,299,15762,2392,17855
3438,37,22382.77726043049,0.36676110229474057,0,88,0,0,-88
3439,60,35061.266600609684,0.07764777036229016,1,600,8043,1406,8849
3440,24,25197.191684906014,0.09438547630342609,0,16,0,0,-16
3441,18,24383.944583246874,0.019004480910014533,1,1396,7787,2158,8549
3442,26,27425.830023201812,0.17662088152566355,1,480,10725,2350,12595
3443,75,20317.848058122614,0.001137894052945032,0,11,0,0,-11
3444,18,23448.977376323135,0.12932752467756958,1,182,5546,1405,6769
3445,19,24698.10706154103,0.028217346979796498,0,36,0,0,-36
3446,47,20510.436764819784,0.18258541631016645,1,510,5851,1467,6808
3447,54,33127.520356243105,0.2008219213989005,0,5,0,0,-5
3448,74,39179.20209242526,0.03741354580490728,1,46,13441,1721,15116
3449,39,21059.760743597803,0.012768963822126748,1,190,11604,2222,13636
3450,66,24226.599199825643,0.255326690206749,1,1006,6063,2272,7329
3451,33,26376.6615985909,0.12297383703069442,0,47,0,0,-47
3452,68,30614.63999883138,0.11710778820493815,1,1822,7256,1481,6915
3453,36,39395.631816186025,0.41050360567080346,1,390,21095,1838,22543
3454,50,29148.887154720134,0.0025626397858256682,1,496,6344,1752,7600
3455,53,28065.09184654346,0.021617213325150337,1,726,6260,1581,7115
3456,27,34752.3814840023,0.028700012724421218,0,14,0,0,-14
3457,22,35423.565834410816,0.19740339621106795,1,274,6492,1355,7573
3458,27,20127.62070915804,0.318321695440113,0,63,0,0,-63
3459,29,47084.24816883378,0.04772519066970607,1,716,8049,1570,8903
3460,21,29374.30004739031,0.00576976473002559,1,772,5355,1524,6107
3461,29,22665.34180170268,0.19273226967919949,1,249,9702,2675,12128
3462,36,42867.73257839101,0.09823390874408669,0,126,0,0,-126
3463,35,30257.42053390201,0.0814091834764013,1,458,12656,1555,13753
3464,18,25944.557135561907,0.07595552001520063,1,392,7999,3192,10799
3465,27,20912.136765928695,0.4049278429063303,0,165,0,0,-165
3466,19,28463.561507337385,0.02818139113752984,1,158,6680,2082,8604
3467,49,37486.045401741874,0.02385429519597648,1,661,11320,1736,12395
3468,19,97260.43707707408,0.3472441883563924,1,526,6500,1584,7558
3469,19,39652.608286643524,0.02742415797706317,1,1267,12185,1347,12265
3470,26,52142.8486360706,0.05857568856881586,1,421,6051,1726,7356
3471,30,32978.535364479474,0.06879714375064207,1,524,25754,1739,26969
3472,62,22026.73428891745,0.008872180521420208,1,486,8656,1664,9834
3473,43,41794.15470248311,0.2273983289791638,1,395,7524,1831,8960
3474,54,20029.065211425765,0.14677019114414577,1,518,6617,1758,7857
3475,25,21348.033094376624,0.22043239969419276,1,567,5759,1944,7136
3476,58,25889.508768880733,0.20573554546967196,0,113,0,0,-113
3477,46,39369.8189354008,0.029936212655593382,1,64,6172,1578,7686
3478,33,40779.65824476367,0.28334034020417864,0,19,0,0,-19
3479,28,65451.32170273614,0.265759781944923,0,52,0,0,-52
3480,27,47101.19984877448,0.059953843175872025,1,125,10488,1345,11708
3481,53,33403.86275033818,0.5077784909531601,1,279,10681,1750,12152
3482,28,20741.82393357721,0.17080036952192293,1,373,5500,1567,6694
3483,69,21335.940215912105,0.1713127618363457,0,19,0,0,-19
3484,21,35599.044770757064,0.07291519658988722,1,214,7293,1398,8477
3485,42,28761.557146134975,0.11438171088028874,0,22,0,0,-22
3486,29,20403.91561005176,0.003639428852134187,1,94,7053,1410,8369
3487,57,32679.676623063147,0.09558262309764391,1,514,6615,1459,7560
3488,38,21587.412029499716,0.0582484522117928,0,68,0,0,-68
3489,33,25523.257050705786,0.039402577756306754,1,525,9262,1336,10073
3490,43,20859.720040694814,0.10345392040558139,0,42,0,0,-42
3491,51,46737.95183939354,0.4250866277025957,0,9,0,0,-9
3492,42,41351.419640144886,0.045166063148097506,0,69,0,0,-69
3493,39,26227.653111118707,0.20082472101732807,1,70,5603,1890,7423
3494,60,43109.82696548396,0.01060762466797839,1,549,14360,13660,27471
3495,24,22093.35620715815,0.2193233453261192,1,70,5506,1386,6822
3496,48,20513.964491044797,0.47415537323987406,0,92,0,0,-92
3497,24,20787.505616120787,0.09903934468877011,1,649,5907,1967,7225
3498,68,29110.139929235316,0.24399750623837516,1,415,58008,1346,58939
3499,40,27500.786877276343,0.04585681077355555,0,64,0,0,-64
3500,30,22143.840907773192,0.018975557080445894,0,12,0,0,-12
3501,32,28882.80023982824,0.18068681846187584,1,130,5876,1718,7464
3502,23,25231.511172936483,0.01474098925672497,1,647,6572,2040,7965
3503,58,21059.609381886552,0.14865504670752258,0,13,0,0,-13
3504,71,21034.482793055347,0.11603327834910554,1,1678,7181,1402,6905
3505,39,28137.067202708116,0.18385712361925424,1,1230,10749,1338,10857
3506,42,20508.939271915493,0.21547319597865308,0,4,0,0,-4
3507,23,22689.560675889414,0.2508712733186801,1,149,6435,2670,8956
3508,46,41171.91256544837,0.0744416572558229,0,14,0,0,-14
3509,21,52920.01513642793,0.1956922555265178,1,1688,5492,1399,5203
3510,73,26238.737616084818,0.012591694131880516,1,143,10775,1479,12111
3511,25,27657.409714359997,0.09995378177553714,1,320,5382,1549,6611
3512,73,24438.12221378978,0.04662897740711653,1,54,9511,1359,10816
3513,25,22065.761837022143,0.08342918873243063,1,325,6881,1477,8033
3514,26,21300.871370167548,0.013331586648100708,1,546,13760,1591,14805
3515,35,20190.844668712925,0.00531857221909847,1,202,9654,1376,10828
3516,25,24132.52960298591,0.20874131398483017,0,130,0,0,-130
3517,38,20823.412220911265,0.13877727628154488,1,2403,5985,1790,5372
3518,42,82316.77824732044,0.012302756545303507,1,383,11034,1375,12026
3519,26,31987.88364493247,0.09675078124094405,1,290,21283,2042,23035
3520,42,44247.29840299064,0.13132659418086154,0,23,0,0,-23
3521,53,56619.248804056086,0.2041027214702716,1,1624,6096,1533,6005
3522,55,30750.87670213735,0.01134011054057924,1,591,7413,1482,8304
3523,34,24346.110981446956,0.159902138933449,1,154,6293,1399,7538
3524,71,20629.346835745804,0.01135684485341172,1,148,10595,1784,12231
3525,36,25305.704162912636,0.10937125784846836,1,697,7772,1894,8969
3526,32,32442.54292656689,0.17046935793346862,1,85,6929,3912,10756
3527,27,27076.29570198863,0.14103709915094365,1,80,5282,1604,6806
3528,25,40271.40334589023,0.16891855682042267,1,321,5428,1494,6601
3529,20,35886.31124683682,0.19147782997654036,0,30,0,0,-30
3530,20,23322.33023206313,0.09771228063290256,1,437,7324,2036,8923
3531,21,26598.879284558017,0.15909275911469353,1,416,5609,1372,6565
3532,18,23017.32682865331,0.18593771067501666,0,32,0,0,-32
3533,21,26809.233160853957,0.09966091484813502,0,69,0,0,-69
3534,71,20219.041582412392,0.0628607344740731,0,96,0,0,-96
3535,28,20274.454041445115,0.026440342191255996,1,1317,7844,1389,7916
3536,18,30582.761572150826,0.018625356539812392,1,270,7419,1380,8529
3537,20,29584.532206541804,0.011580378601730558,1,335,10405,2323,12393
3538,18,21619.385564468364,0.05686322618775518,1,912,8184,3508,10780
3539,34,34972.04255434324,0.0318010281028574,1,1463,9438,1585,9560
3540,47,38598.491901174515,0.13714271849865303,1,632,22805,1606,23779
3541,28,23880.30334253634,0.09002089590995538,1,161,10141,1559,11539
3542,43,24368.131376809997,0.028005321315472995,1,121,8930,1341,10150
3543,47,28606.802888349634,0.04364667727390798,1,830,13184,2692,15046
3544,38,21023.50003269813,0.05407606771456151,1,95,6273,1951,8129
3545,52,20208.077249948223,0.13734973588308258,1,64,8751,1405,10092
3546,46,73705.98705623172,0.06519685399179728,1,442,9981,1343,10882
3547,22,20300.94925088394,0.2855684584216164,0,18,0,0,-18
3548,18,21402.975188939905,0.2371664821296204,1,395,7231,2137,8973
3549,21,28663.8908641322,0.0144446219965175,1,291,6227,1665,7601
3550,27,29892.46277694494,0.04443328881995831,0,53,0,0,-53
3551,35,32847.755480153886,0.15276814991039647,1,1610,26703,1783,26876
3552,53,20482.642062280698,0.019420319282274463,1,431,5538,1808,6915
3553,19,33668.41777360826,0.009272163807998468,1,425,7243,2316,9134
3554,50,36792.19347122422,0.020661297656596044,1,428,7468,2148,9188
3555,48,22610.4022369347,0.07441216681423797,1,244,5388,1351,6495
3556,50,21466.271960356076,0.1250848133375423,1,39,8582,1347,9890
3557,30,25823.072800954058,0.2354885137224875,1,345,9844,2394,11893
3558,29,20606.01003489819,0.06043236943954326,1,239,5522,3570,8853
3559,35,20729.20778993286,0.06550870709321197,0,200,0,0,-200
3560,70,26313.880935654623,0.19401540567802744,0,30,0,0,-30
3561,24,20494.89211811079,0.09204654422846897,0,8,0,0,-8
3562,33,34298.78334511084,0.15875994889390016,1,604,10014,2376,11786
3563,29,23110.664134849798,0.08869030233812288,1,934,19149,2167,20382
3564,24,47392.13158031284,0.24201805201548224,1,79,5841,1959,7721
3565,53,31530.571464164408,0.06644437922761803,1,103,7640,3146,10683
3566,54,21255.95510922848,0.0376244714845823,1,1711,10440,1376,10105
3567,23,44011.26497990865,0.05245885695571913,0,25,0,0,-25
3568,53,21087.59427524744,0.12938750176652114,1,1231,7314,1403,7486
3569,34,23431.0039335978,0.04156209143874191,1,278,11492,1768,12982
3570,29,23933.6419328283,0.010970771567735023,0,8,0,0,-8
3571,62,26738.058109614227,0.019256674836368014,1,157,44631,1375,45849
3572,46,25069.368592899304,0.25140960729210393,1,1538,22248,1791,22501
3573,33,28593.174888089692,0.01847284101213776,1,407,14994,1539,16126
3574,19,24223.221460729284,0.042249589611706544,1,868,7926,2792,9850
3575,64,21032.52990681986,0.02434094808059285,1,309,7460,2127,9278
3576,35,29794.026829909046,0.10154782573911039,1,912,5928,2846,7862
3577,28,20320.87393252644,0.06336442056730263,1,917,12251,1473,12807
3578,21,26452.83173296036,0.02788311162038009,0,74,0,0,-74
3579,37,20016.32266630932,0.026016018419927168,1,264,6189,1773,7698
3580,18,21269.14832986938,0.017861309603026388,1,498,5359,2142,7003
3581,20,29820.985349328766,0.060904202706830904,1,196,8511,1905,10220
3582,20,32186.7109214651,0.38892508403557396,0,35,0,0,-35
3583,68,57304.93468160217,0.04057193852447227,1,211,8298,1760,9847
3584,71,24223.04513258152,0.04832620129066282,0,16,0,0,-16
3585,25,20088.391184285527,0.044382519169636044,1,308,11151,1469,12312
3586,56,48345.02260466646,0.0010542623940901913,1,332,5252,1490,6410
3587,52,32728.446037438007,0.1347597647348078,1,123,88315,1435,89627
3588,48,21229.367592720188,0.11758687332557924,0,68,0,0,-68
3589,29,41391.99517702622,0.0853029766114129,1,726,7453,1522,8249
3590,60,31643.230587631442,0.07641913732163394,0,37,0,0,-37
3591,47,33677.45369483788,0.0350320303949036,0,14,0,0,-14
3592,43,29154.087563460213,0.26764487073939786,1,278,7572,1385,8679
3593,50,28140.563998623544,0.17702287704535527,1,166,11460,1623,12917
3594,40,36043.49726776718,0.418012787788589,0,67,0,0,-67
3595,56,20382.77425102975,0.23010911894170583,0,35,0,0,-35
3596,58,21922.892321108397,0.39869758016295137,0,1,0,0,-1
3597,19,25046.696263855807,0.03345217583499658,1,1074,6376,1640,6942
3598,30,33892.65775093149,0.2726029477574598,1,125,14617,1607,16099
3599,29,31446.026312597034,0.13878285911810634,0,5,0,0,-5
3600,37,25642.551620406644,0.03857640784618252,0,38,0,0,-38
3601,50,24147.291352135046,0.04246658441820019,1,845,5968,1563,6686
3602,33,39356.59257149642,0.15159344867897753,1,182,6947,5145,11910
3603,46,20544.891185374527,0.21091487934857472,1,617,7885,1435,8703
3604,65,23851.723688293874,0.06879409897593258,1,1284,8153,1866,8735
3605,35,22212.25168623222,0.06892404749673005,1,105,46733,2187,48815
3606,58,34585.6059539114,0.1293824392773194,1,1033,8753,3036,10756
3607,26,20585.71832862421,0.06147419030028749,1,1392,36912,1552,37072
3608,26,21021.698192662523,0.06106812964492209,1,257,9440,2406,11589
3609,65,32257.34769951744,0.2804562761030165,1,682,6634,3447,9399
3610,41,31789.07885032936,0.13526056807590012,1,87,7531,1755,9199
3611,53,24883.164280272078,0.023603674705562926,1,488,7335,1632,8479
3612,22,40703.10438289969,0.006606895777682726,1,451,9560,1554,10663
3613,71,20961.821438066876,0.18141099090186255,1,176,11023,1645,12492
3614,32,25351.713506438435,0.3619884140080619,0,92,0,0,-92
3615,22,22336.144063077405,0.07608811047734287,1,795,7208,5029,11442
3616,51,28397.629177025115,0.2900189771384403,1,593,8958,2308,10673
3617,74,23507.089487335852,0.046044221243013744,1,1378,8879,2102,9603
3618,48,20082.385234700734,0.05197341580769402,1,1276,6087,2401,7212
3619,25,56346.4493229419,0.09510849406788222,1,587,9855,2117,11385
3620,45,34767.395567991,0.025138720294583968,1,410,18586,1721,19897
3621,36,26697.97066378761,0.0017651140987578354,1,610,5697,2013,7100
3622,23,20528.688961466727,0.004837557857035084,1,340,9534,1485,10679
3623,31,25509.336615578562,0.08637732837316513,1,240,6546,1754,8060
3624,28,21314.611033628662,0.22346602719237912,1,142,6310,1711,7879
3625,36,33279.59284425339,0.14849279626815323,1,685,5598,2401,7314
3626,60,21142.1709097808,0.10272913796789242,0,91,0,0,-91
3627,32,28812.825728630734,0.22454108943794818,1,511,13032,2075,14596
3628,62,21900.165862710077,0.11554605020138517,1,488,12233,1475,13220
3629,43,20530.204252214808,0.05862676822025895,1,1547,9633,1642,9728
3630,18,47209.55853610861,0.11314563966090012,0,22,0,0,-22
3631,36,36001.32890375901,0.05755807497606593,0,12,0,0,-12
3632,40,49986.794564408236,0.007627736984757638,1,979,21240,1354,21615
3633,40,20772.92901892224,0.00605660467300661,0,13,0,0,-13
3634,43,21938.932702842692,0.02186257726542638,1,441,6707,1486,7752
3635,28,32471.99973840337,0.19265944166165913,0,29,0,0,-29
3636,60,45013.551552978104,0.14536914953444466,0,6,0,0,-6
3637,30,21785.911684706047,0.29790808087644155,1,246,5501,1911,7166
3638,41,27654.40568047945,0.0651332428573623,0,5,0,0,-5
3639,58,70085.53212355927,0.23473792198669835,1,118,8330,1432,9644
3640,27,20709.61782157343,0.07151417640101759,1,237,7103,1444,8310
3641,26,41141.367202498484,0.06922737424631108,1,898,8495,1502,9099
3642,39,27828.81727951951,0.20527727654728825,0,10,0,0,-10
3643,41,24356.219965420107,0.10396799528724994,1,273,10500,1711,11938
3644,55,41169.43023820883,0.016888273452492917,1,262,14822,1860,16420
3645,51,31918.446870272663,0.15182501637391974,0,97,0,0,-97
3646,61,61156.89006582363,0.10962407264306936,1,103,9550,1383,10830
3647,30,28264.564807664363,0.1718247225979915,1,579,5510,2463,7394
3648,49,26933.97431878317,0.12244819945409731,0,45,0,0,-45
3649,24,26895.432591699042,0.35156343834256754,1,1463,9930,5187,13654
3650,19,21550.70250962067,0.12332485710984993,0,6,0,0,-6
3651,47,28440.94092997886,0.06295820444368146,1,49,11816,1543,13310
3652,28,22579.83926218029,0.020065173663212088,1,1475,8018,2471,9014
3653,19,20329.964670554014,0.023082876224145787,0,26,0,0,-26
3654,59,26606.51760401371,0.026354734571204824,1,439,7838,1804,9203
3655,38,27260.780730466526,0.24575273335786363,1,125,6694,1335,7904
3656,62,22952.61016069188,0.06231876994827397,1,101,11179,1414,12492
3657,43,37135.97916721885,0.14892505530520528,1,586,5348,2154,6916
3658,69,25626.212214592768,0.19134598211945866,0,50,0,0,-50
3659,59,21257.059803168755,0.02797000224687775,1,258,9119,3539,12400
3660,42,20915.47335536789,0.0169881145044327,1,505,7444,2029,8968
3661,45,22587.41540139562,0.0388535980842302,1,1384,9471,1368,9455
3662,29,20791.017312944852,0.11897961367451011,1,766,17157,1613,18004
3663,32,20473.680903429136,0.03787290428065518,1,77,6470,3390,9783
3664,18,22185.212678990163,0.018254151058880265,1,774,9750,2305,11281
3665,26,30292.684820485127,0.249398165982747,1,535,18742,1657,19864
3666,36,22639.469829527494,0.11763951701879749,1,409,6617,1450,7658
3667,42,70312.73587336908,0.08285111762832664,1,804,7064,1739,7999
3668,68,20918.06172531703,0.16897439125211483,1,277,5810,4272,9805
3669,20,75126.69627948759,0.2818769074906032,1,827,9366,4989,13528
3670,39,21002.96732503248,0.05212632611584877,1,39,5267,1474,6702
3671,35,37525.431497552876,0.01123571232831589,1,1634,7979,1546,7891
3672,52,38952.32021866306,0.16902482216049608,0,67,0,0,-67
3673,52,20863.58776327253,0.03753006983883238,1,1675,6332,1397,6054
3674,62,20556.66482951471,0.15399092752747112,1,342,17910,1689,19257
3675,18,23839.02583112852,0.06321949407364472,1,799,7447,1335,7983
3676,71,31609.712025378816,0.07823277047672066,0,43,0,0,-43
3677,22,23614.06056607228,0.030802181271538758,1,54,12477,1397,13820
3678,24,22885.401839628797,0.06626858060466174,1,433,10246,1900,11713
3679,25,26465.684913632915,0.03713009843963994,1,1034,7236,1551,7753
3680,54,21916.327551319413,0.11543504723841812,0,24,0,0,-24
3681,42,29042.32400770019,0.026390415826040906,1,237,32557,1785,34105
3682,52,23205.23895206206,0.20183842904170501,1,51,5865,1531,7345
3683,59,28945.1038759849,0.011955084582785953,1,415,13135,1422,14142
3684,23,25564.638327267778,0.11558897308156742,1,59,5355,5820,11116
3685,18,27036.872924824405,0.278602230289725,1,795,9468,1350,10023
3686,38,20735.544283741277,0.00011692620444897451,1,1097,11891,3803,14597
3687,35,74554.3660105101,0.06685487023693565,0,27,0,0,-27
3688,41,20859.587711901248,0.32777152315976743,0,26,0,0,-26
3689,55,27045.08608089885,0.15750243610489295,1,188,5546,2028,7386
3690,40,28600.342371460767,0.0038775395404199112,1,34,23224,1555,24745
3691,42,20084.40641361705,0.25137261411326095,1,1917,6386,1478,5947
3692,25,21163.599243524346,0.15147141334625705,1,758,5536,1484,6262
3693,70,28491.8010537143,0.037392217022363984,1,164,9038,1381,10255
3694,70,21758.480996282906,0.09650608852612728,0,1,0,0,-1
3695,39,26882.472404315628,0.10323658460617816,1,786,7833,1516,8563
3696,48,21349.261299120448,0.04368018709648057,1,2408,10581,1341,9514
3697,32,20553.970539196205,0.32876416502880984,1,54,7219,1684,8849
