ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
11530,1,1,286,1302,1016
11531,1,1,815,1646,831
11532,0,0,48,0,-48
11533,1,1,896,1430,534
11534,1,1,105,1655,1550
11535,1,1,105,1336,1231
11536,1,0,3,0,-3
11537,1,1,1554,1469,-85
11538,1,0,45,0,-45
11539,1,0,84,0,-84
11540,0,0,38,0,-38
11541,0,0,9,0,-9
11542,0,0,31,0,-31
11543,1,1,319,1603,1284
11544,1,1,313,1643,1330
11545,1,0,7,0,-7
11546,1,0,58,0,-58
11547,1,1,103,1561,1458
11548,1,1,70,1281,1211
11549,0,0,9,0,-9
11550,1,1,261,1482,1221
11551,0,0,140,0,-140
11552,0,0,37,0,-37
11553,0,0,32,0,-32
11554,0,0,44,0,-44
11555,1,1,506,2251,1745
11556,1,0,53,0,-53
11557,1,1,978,1570,592
11558,0,0,120,0,-120
11559,1,1,2529,1253,-1276
11560,0,0,62,0,-62
11561,0,0,44,0,-44
11562,0,0,57,0,-57
11563,0,0,19,0,-19
11564,1,1,823,1778,955
11565,0,0,25,0,-25
11566,1,1,127,1591,1464
11567,1,0,34,0,-34
11568,0,0,21,0,-21
11569,1,1,147,1565,1418
11570,0,0,31,0,-31
11571,1,1,125,1609,1484
11572,1,1,755,1472,717
11573,0,0,11,0,-11
11574,0,0,37,0,-37
11575,1,1,931,3751,2820
11576,1,1,1168,1319,151
11577,1,0,61,0,-61
11578,0,0,16,0,-16
11579,1,0,37,0,-37
11580,0,0,4,0,-4
11581,1,0,243,0,-243
11582,1,1,333,1217,884
11583,1,0,153,0,-153
11584,0,0,7,0,-7
11585,1,0,85,0,-85
11586,1,1,126,2319,2193
11587,1,0,5,0,-5
11588,1,0,6,0,-6
11589,1,0,12,0,-12
11590,0,0,14,0,-14
11591,1,1,200,2455,2255
11592,0,0,17,0,-17
11593,0,0,12,0,-12
11594,1,1,429,1439,1010
11595,0,0,134,0,-134
11596,1,0,75,0,-75
11597,1,1,1754,1254,-500
11598,0,0,43,0,-43
11599,1,0,12,0,-12
11600,0,0,137,0,-137
11601,1,1,31,1958,1927
11602,1,1,93,1266,1173
11603,1,0,57,0,-57
11604,0,0,41,0,-41
11605,1,0,74,0,-74
11606,0,0,71,0,-71
11607,1,0,2,0,-2
11608,0,0,8,0,-8
11609,1,1,387,3614,3227
11610,1,1,572,1701,1129
11611,1,1,272,1490,1218
11612,1,1,227,1302,1075
11613,0,0,0,0,0
11614,0,0,3,0,-3
11615,1,0,132,0,-132
11616,1,0,18,0,-18
11617,1,1,177,1258,1081
11618,1,0,64,0,-64
11619,1,1,819,1255,436
11620,1,0,13,0,-13
11621,0,0,29,0,-29
11622,0,0,21,0,-21
11623,0,0,6,0,-6
11624,0,0,29,0,-29
11625,0,0,10,0,-10
11626,0,0,12,0,-12
11627,1,0,25,0,-25
11628,0,0,76,0,-76
11629,1,1,193,1739,1546
11630,1,1,320,1236,916
11631,1,0,158,0,-158
11632,1,0,28,0,-28
11633,1,0,76,0,-76
11634,0,0,3,0,-3
11635,1,0,5,0,-5
11636,0,0,98,0,-98
11637,1,0,53,0,-53
11638,1,0,23,0,-23
11639,0,0,1,0,-1
11640,0,0,6,0,-6
11641,0,0,170,0,-170
11642,1,0,16,0,-16
11643,1,1,191,1209,1018
11644,0,0,80,0,-80
11645,1,0,13,0,-13
11646,0,0,21,0,-21
11647,1,1,213,1440,1227
11648,1,1,141,2224,2083
11649,1,0,19,0,-19
11650,0,0,198,0,-198
11651,1,0,218,0,-218
11652,1,1,201,1276,1075
11653,1,0,154,0,-154
11654,1,0,94,0,-94
11655,1,0,55,0,-55
11656,1,0,29,0,-29
11657,1,1,594,1436,842
11658,0,0,0,0,0
11659,1,1,864,1456,592
11660,0,0,29,0,-29
11661,1,1,457,1517,1060
11662,0,0,199,0,-199
11663,1,0,12,0,-12
11664,1,1,470,1279,809
11665,1,0,5,0,-5
11666,0,0,81,0,-81
11667,0,0,74,0,-74
11668,0,0,34,0,-34
11669,1,1,221,1203,982
11670,1,0,26,0,-26
11671,1,1,313,1395,1082
11672,0,0,34,0,-34
11673,1,1,477,1848,1371
11674,0,0,13,0,-13
11675,1,0,79,0,-79
11676,1,0,4,0,-4
11677,0,0,11,0,-11
11678,1,1,191,1218,1027
11679,1,0,79,0,-79
11680,0,0,49,0,-49
11681,0,0,2,0,-2
11682,1,1,397,1410,1013
11683,1,0,5,0,-5
11684,1,0,5,0,-5
11685,1,1,393,1389,996
11686,0,0,5,0,-5
11687,0,0,19,0,-19
11688,0,0,52,0,-52
11689,1,0,22,0,-22
11690,0,0,5,0,-5
11691,1,0,46,0,-46
11692,1,1,455,1883,1428
11693,0,0,35,0,-35
11694,0,0,59,0,-59
11695,1,1,540,1693,1153
11696,0,0,178,0,-178
11697,0,0,17,0,-17
11698,1,1,172,1667,1495
11699,1,0,10,0,-10
11700,1,0,18,0,-18
11701,1,0,71,0,-71
11702,1,1,2462,1260,-1202
11703,1,1,1070,1507,437
11704,0,0,43,0,-43
11705,1,1,176,1747,1571
11706,0,0,23,0,-23
11707,0,0,29,0,-29
11708,0,0,63,0,-63
11709,0,0,62,0,-62
11710,0,0,7,0,-7
11711,1,0,118,0,-118
11712,1,1,378,1470,1092
11713,1,1,143,1244,1101
11714,1,0,82,0,-82
11715,0,0,16,0,-16
11716,0,0,74,0,-74
11717,0,0,76,0,-76
11718,1,0,72,0,-72
11719,1,0,27,0,-27
11720,0,0,27,0,-27
11721,1,1,587,1371,784
11722,0,0,71,0,-71
11723,1,1,431,1294,863
11724,0,0,26,0,-26
11725,1,1,887,1354,467
11726,1,0,2,0,-2
11727,1,0,22,0,-22
11728,1,1,662,1651,989
11729,1,1,498,1238,740
11730,1,0,48,0,-48
11731,1,1,558,1635,1077
11732,0,0,5,0,-5
11733,0,0,14,0,-14
11734,1,0,9,0,-9
11735,1,0,79,0,-79
11736,1,0,16,0,-16
11737,1,0,104,0,-104
11738,1,1,228,2810,2582
11739,1,0,24,0,-24
11740,0,0,26,0,-26
11741,1,1,428,1289,861
11742,1,0,14,0,-14
11743,1,1,61,1202,1141
11744,0,0,8,0,-8
11745,1,1,288,1212,924
11746,1,1,509,1697,1188
11747,1,1,2262,1263,-999
11748,0,0,20,0,-20
11749,1,1,67,1222,1155
11750,1,0,28,0,-28
11751,1,1,415,1476,1061
11752,1,0,61,0,-61
11753,1,0,28,0,-28
11754,1,0,88,0,-88
11755,0,0,6,0,-6
11756,0,0,3,0,-3
11757,1,1,1216,1719,503
11758,0,0,39,0,-39
11759,1,1,279,1340,1061
11760,0,0,40,0,-40
11761,1,0,14,0,-14
11762,1,1,687,1560,873
11763,0,0,7,0,-7
11764,1,1,732,1232,500
11765,1,1,272,1930,1658
11766,1,1,837,1825,988
11767,0,0,1,0,-1
11768,1,0,163,0,-163
11769,1,1,351,1268,917
11770,0,0,30,0,-30
11771,1,1,407,1201,794
11772,0,0,7,0,-7
11773,0,0,1,0,-1
11774,0,0,35,0,-35
11775,0,0,37,0,-37
11776,1,0,42,0,-42
11777,1,0,11,0,-11
11778,1,1,404,2714,2310
11779,1,0,34,0,-34
11780,1,1,4286,1770,-2516
11781,0,0,34,0,-34
11782,0,0,126,0,-126
11783,0,0,14,0,-14
11784,0,0,128,0,-128
11785,1,0,16,0,-16
11786,1,0,3,0,-3
11787,0,0,29,0,-29
11788,0,0,16,0,-16
11789,1,0,24,0,-24
11790,1,1,808,1227,419
11791,0,0,31,0,-31
11792,0,0,72,0,-72
11793,0,0,40,0,-40
11794,1,1,1807,1808,1
11795,0,0,183,0,-183
11796,0,0,47,0,-47
11797,1,0,25,0,-25
11798,0,0,52,0,-52
11799,0,0,62,0,-62
11800,1,0,13,0,-13
11801,1,1,399,1345,946
11802,1,1,267,1976,1709
11803,1,1,84,1656,1572
11804,0,0,37,0,-37
11805,0,0,75,0,-75
11806,1,0,11,0,-11
11807,1,0,6,0,-6
11808,1,0,17,0,-17
11809,1,0,10,0,-10
11810,1,1,296,1267,971
11811,1,0,20,0,-20
11812,1,0,21,0,-21
11813,1,1,710,1311,601
11814,0,0,18,0,-18
11815,1,1,529,1667,1138
11816,1,1,1317,1608,291
11817,1,1,1043,1672,629
11818,1,0,133,0,-133
11819,0,0,207,0,-207
11820,0,0,7,0,-7
11821,1,1,2398,1868,-530
11822,0,0,18,0,-18
11823,0,0,36,0,-36
11824,0,0,156,0,-156
11825,0,0,5,0,-5
11826,0,0,14,0,-14
11827,1,0,4,0,-4
11828,1,1,1098,1215,117
11829,1,1,842,1220,378
11830,1,0,60,0,-60
11831,1,0,23,0,-23
11832,0,0,22,0,-22
11833,1,1,104,1346,1242
11834,0,0,40,0,-40
11835,1,0,30,0,-30
11836,0,0,24,0,-24
11837,1,0,10,0,-10
11838,0,0,12,0,-12
11839,1,1,938,1348,410
11840,1,1,840,1532,692
11841,1,1,812,1341,529
11842,1,0,114,0,-114
11843,1,1,486,1285,799
11844,0,0,119,0,-119
11845,1,1,494,1508,1014
11846,0,0,117,0,-117
11847,1,0,50,0,-50
11848,0,0,89,0,-89
11849,0,0,9,0,-9
11850,0,0,175,0,-175
11851,1,1,275,1224,949
11852,1,0,5,0,-5
11853,0,0,59,0,-59
11854,0,0,8,0,-8
11855,0,0,30,0,-30
11856,0,0,21,0,-21
11857,0,0,83,0,-83
11858,0,0,8,0,-8
11859,1,0,52,0,-52
11860,0,0,1,0,-1
11861,1,0,18,0,-18
11862,0,0,171,0,-171
11863,1,0,4,0,-4
11864,0,0,184,0,-184
11865,1,0,93,0,-93
11866,1,0,91,0,-91
11867,1,0,142,0,-142
11868,0,0,24,0,-24
11869,1,0,40,0,-40
11870,0,0,37,0,-37
11871,1,1,325,1284,959
11872,1,1,24,2451,2427
11873,1,0,118,0,-118
11874,1,0,71,0,-71
11875,1,1,61,1289,1228
11876,0,0,101,0,-101
11877,0,0,30,0,-30
11878,1,0,5,0,-5
11879,0,0,60,0,-60
11880,1,0,24,0,-24
11881,0,0,23,0,-23
11882,0,0,151,0,-151
11883,1,0,48,0,-48
11884,0,0,61,0,-61
11885,0,0,75,0,-75
11886,0,0,70,0,-70
11887,1,0,26,0,-26
11888,1,0,97,0,-97
11889,0,0,37,0,-37
11890,1,1,402,1430,1028
11891,1,0,21,0,-21
11892,0,0,26,0,-26
11893,1,1,613,1453,840
11894,1,1,648,1227,579
11895,1,0,107,0,-107
11896,1,0,39,0,-39
11897,0,0,151,0,-151
11898,1,0,36,0,-36
11899,1,0,12,0,-12
11900,0,0,1,0,-1
11901,1,0,102,0,-102
11902,0,0,10,0,-10
11903,0,0,2,0,-2
11904,1,1,1608,1421,-187
11905,1,1,755,1207,452
11906,0,0,23,0,-23
11907,0,0,46,0,-46
11908,1,1,512,1219,707
11909,0,0,15,0,-15
11910,1,0,60,0,-60
11911,0,0,41,0,-41
11912,0,0,220,0,-220
11913,1,1,293,1259,966
11914,0,0,97,0,-97
11915,0,0,21,0,-21
11916,0,0,91,0,-91
11917,1,1,409,1355,946
11918,1,0,7,0,-7
11919,1,0,29,0,-29
11920,0,0,200,0,-200
11921,1,1,498,1220,722
11922,1,1,646,1586,940
11923,0,0,1,0,-1
11924,0,0,19,0,-19
11925,1,1,3710,1606,-2104
11926,1,1,690,1589,899
11927,0,0,13,0,-13
11928,1,1,788,1263,475
11929,0,0,83,0,-83
11930,1,1,119,1660,1541
11931,1,1,283,1266,983
11932,1,1,827,1693,866
11933,0,0,13,0,-13
11934,1,1,808,1605,797
11935,1,1,320,1609,1289
11936,1,0,86,0,-86
11937,1,1,407,1423,1016
11938,0,0,1,0,-1
11939,0,0,17,0,-17
11940,1,1,346,1325,979
11941,1,0,79,0,-79
11942,1,0,43,0,-43
11943,0,0,10,0,-10
11944,0,0,60,0,-60
11945,0,0,25,0,-25
11946,0,0,53,0,-53
11947,1,1,607,1306,699
11948,1,1,447,1240,793
11949,1,0,2,0,-2
11950,0,0,27,0,-27
11951,1,1,396,1662,1266
11952,0,0,41,0,-41
11953,0,0,8,0,-8
11954,0,0,58,0,-58
11955,1,1,615,1393,778
11956,1,1,241,1205,964
11957,0,0,4,0,-4
11958,1,0,238,0,-238
11959,1,1,22,8262,8240
11960,1,0,3,0,-3
11961,1,0,63,0,-63
11962,1,0,79,0,-79
11963,0,0,11,0,-11
11964,0,0,50,0,-50
11965,0,0,163,0,-163
11966,0,0,84,0,-84
11967,0,0,19,0,-19
11968,1,0,4,0,-4
11969,1,1,350,1239,889
11970,1,0,134,0,-134
11971,1,1,1742,1338,-404
11972,1,0,31,0,-31
11973,1,1,1216,1406,190
11974,0,0,3,0,-3
11975,1,0,95,0,-95
11976,1,1,25,1769,1744
11977,1,1,1961,1423,-538
11978,1,0,47,0,-47
11979,1,1,385,1613,1228
11980,0,0,65,0,-65
11981,1,1,33,1630,1597
11982,1,0,41,0,-41
11983,0,0,8,0,-8
11984,0,0,91,0,-91
11985,1,0,12,0,-12
11986,0,0,58,0,-58
11987,1,0,69,0,-69
11988,1,0,21,0,-21
11989,1,0,9,0,-9
11990,1,1,489,1450,961
11991,1,0,79,0,-79
11992,1,0,43,0,-43
11993,0,0,122,0,-122
11994,1,1,224,1777,1553
11995,0,0,14,0,-14
11996,1,0,12,0,-12
11997,1,0,105,0,-105
11998,1,0,51,0,-51
11999,0,0,31,0,-31
12000,1,1,1499,3667,2168
12001,0,0,115,0,-115
12002,1,1,317,2822,2505
12003,0,0,34,0,-34
12004,0,0,50,0,-50
12005,0,0,50,0,-50
12006,0,0,42,0,-42
12007,0,0,21,0,-21
12008,0,0,24,0,-24
12009,0,0,96,0,-96
12010,0,0,36,0,-36
12011,0,0,29,0,-29
12012,1,1,976,2390,1414
12013,1,1,1060,1332,272
12014,1,0,101,0,-101
12015,1,1,109,2675,2566
12016,0,0,31,0,-31
12017,1,1,484,1236,752
12018,1,1,382,1214,832
12019,1,1,551,1290,739
12020,0,0,105,0,-105
12021,0,0,22,0,-22
12022,1,1,96,1400,1304
12023,1,1,154,1709,1555
12024,1,0,102,0,-102
12025,1,1,1722,1699,-23
12026,0,0,89,0,-89
12027,0,0,7,0,-7
12028,0,0,32,0,-32
12029,1,1,1002,1294,292
12030,1,1,234,1367,1133
12031,1,1,88,2114,2026
12032,1,1,202,1315,1113
12033,1,1,391,1219,828
12034,1,0,0,0,0
12035,0,0,48,0,-48
12036,0,0,27,0,-27
12037,1,0,11,0,-11
12038,1,0,174,0,-174
12039,1,1,874,3869,2995
12040,0,0,29,0,-29
12041,1,0,37,0,-37
12042,1,1,499,1895,1396
12043,1,0,49,0,-49
12044,0,0,44,0,-44
12045,1,0,41,0,-41
12046,1,0,37,0,-37
12047,0,0,39,0,-39
12048,0,0,26,0,-26
12049,0,0,146,0,-146
12050,0,0,0,0,0
12051,0,0,46,0,-46
12052,1,1,343,1379,1036
12053,0,0,71,0,-71
12054,1,0,48,0,-48
12055,1,0,102,0,-102
12056,0,0,75,0,-75
12057,1,0,24,0,-24
12058,1,1,97,1204,1107
12059,1,0,72,0,-72
12060,0,0,130,0,-130
12061,0,0,4,0,-4
12062,1,0,54,0,-54
12063,1,1,174,1257,1083
12064,1,1,93,1208,1115
12065,0,0,21,0,-21
12066,1,1,737,2269,1532
12067,1,0,207,0,-207
12068,1,1,362,1211,849
12069,1,1,330,1387,1057
12070,1,0,2,0,-2
12071,0,0,69,0,-69
12072,0,0,34,0,-34
12073,0,0,3,0,-3
12074,1,1,522,1954,1432
12075,1,0,2,0,-2
12076,0,0,120,0,-120
12077,1,0,164,0,-164
12078,1,1,975,1205,230
12079,1,1,1035,2123,1088
12080,0,0,85,0,-85
12081,1,0,18,0,-18
12082,0,0,141,0,-141
12083,1,0,62,0,-62
12084,0,0,74,0,-74
12085,1,1,121,1875,1754
12086,1,1,95,1359,1264
12087,0,0,18,0,-18
12088,1,1,348,1301,953
12089,1,0,63,0,-63
12090,0,0,135,0,-135
12091,1,0,5,0,-5
12092,0,0,18,0,-18
12093,0,0,5,0,-5
12094,1,1,174,1202,1028
12095,1,1,133,7070,6937
12096,1,1,80,1306,1226
12097,1,1,304,1256,952
12098,1,0,19,0,-19
12099,1,0,15,0,-15
12100,1,0,16,0,-16
12101,1,1,489,1246,757
12102,0,0,64,0,-64
12103,1,1,15,1201,1186
12104,1,0,6,0,-6
12105,1,0,36,0,-36
12106,1,0,35,0,-35
12107,1,1,98,1380,1282
12108,0,0,4,0,-4
12109,1,0,151,0,-151
12110,0,0,0,0,0
12111,0,0,9,0,-9
12112,0,0,15,0,-15
12113,1,1,810,1524,714
12114,1,1,667,1393,726
12115,1,1,1041,1237,196
12116,0,0,15,0,-15
12117,1,1,1117,1252,135
12118,1,0,28,0,-28
12119,1,1,278,1566,1288
12120,1,0,140,0,-140
12121,0,0,7,0,-7
12122,1,1,31,1282,1251
12123,1,1,1611,1474,-137
12124,1,1,160,1308,1148
12125,1,0,57,0,-57
12126,0,0,26,0,-26
12127,1,1,855,1256,401
12128,1,0,24,0,-24
12129,1,0,94,0,-94
12130,1,1,144,1222,1078
12131,0,0,68,0,-68
12132,1,0,104,0,-104
12133,0,0,62,0,-62
12134,1,1,1780,1380,-400
12135,1,1,673,2066,1393
12136,1,0,10,0,-10
12137,1,0,27,0,-27
12138,1,1,261,1326,1065
12139,1,1,216,1390,1174
12140,1,0,44,0,-44
12141,1,0,45,0,-45
12142,1,1,69,1568,1499
12143,0,0,30,0,-30
12144,1,1,988,1352,364
12145,1,1,741,1542,801
12146,0,0,2,0,-2
12147,1,1,57,1823,1766
12148,1,1,961,1409,448
12149,0,0,15,0,-15
12150,1,1,129,2033,1904
12151,1,0,27,0,-27
12152,1,0,39,0,-39
12153,1,1,644,1632,988
12154,0,0,23,0,-23
12155,0,0,232,0,-232
12156,1,1,130,1464,1334
12157,1,1,341,1285,944
12158,1,1,219,1281,1062
12159,1,0,38,0,-38
12160,1,1,146,1398,1252
12161,1,0,63,0,-63
12162,1,1,791,1363,572
12163,1,1,264,1362,1098
12164,1,0,278,0,-278
12165,0,0,16,0,-16
12166,1,1,1294,4792,3498
12167,0,0,23,0,-23
12168,1,1,533,1339,806
12169,1,0,3,0,-3
12170,1,1,373,1895,1522
12171,1,0,7,0,-7
12172,0,0,71,0,-71
12173,1,1,1645,1296,-349
12174,1,0,18,0,-18
12175,0,0,66,0,-66
12176,0,0,17,0,-17
12177,0,0,42,0,-42
12178,1,0,130,0,-130
12179,1,1,274,1776,1502
12180,1,1,722,1654,932
12181,0,0,90,0,-90
12182,1,1,288,1273,985
12183,1,1,364,1621,1257
12184,0,0,3,0,-3
12185,0,0,13,0,-13
12186,1,1,477,1312,835
12187,0,0,36,0,-36
12188,0,0,80,0,-80
12189,0,0,50,0,-50
12190,1,0,36,0,-36
12191,1,0,116,0,-116
12192,0,0,20,0,-20
12193,1,1,1960,1485,-475
12194,0,0,0,0,0
12195,1,1,125,1315,1190
12196,0,0,67,0,-67
12197,1,1,176,1531,1355
12198,1,1,629,1308,679
12199,0,0,11,0,-11
12200,0,0,63,0,-63
12201,0,0,0,0,0
12202,0,0,27,0,-27
12203,1,0,17,0,-17
12204,1,1,72,1220,1148
12205,1,0,59,0,-59
12206,1,1,58,1256,1198
12207,1,1,91,1367,1276
12208,1,1,62,1328,1266
12209,1,0,158,0,-158
12210,0,0,50,0,-50
12211,1,1,686,1205,519
12212,0,0,105,0,-105
12213,0,0,232,0,-232
12214,0,0,48,0,-48
12215,1,0,6,0,-6
12216,0,0,17,0,-17
12217,1,1,165,1314,1149
12218,0,0,139,0,-139
12219,1,1,45,1550,1505
12220,1,1,420,1823,1403
12221,1,0,137,0,-137
12222,1,0,72,0,-72
12223,1,0,20,0,-20
12224,0,0,52,0,-52
12225,1,0,101,0,-101
12226,0,0,168,0,-168
12227,0,0,54,0,-54
12228,0,0,102,0,-102
12229,1,1,61,1205,1144
12230,1,1,645,1432,787
12231,0,0,107,0,-107
12232,1,0,16,0,-16
12233,0,0,41,0,-41
12234,1,1,1026,2572,1546
12235,1,0,147,0,-147
12236,1,0,130,0,-130
12237,1,1,529,1429,900
12238,0,0,3,0,-3
12239,1,1,829,1308,479
12240,1,0,9,0,-9
12241,0,0,8,0,-8
12242,0,0,2,0,-2
12243,1,0,41,0,-41
12244,0,0,0,0,0
12245,0,0,110,0,-110
12246,0,0,174,0,-174
12247,1,0,14,0,-14
12248,1,0,23,0,-23
12249,0,0,7,0,-7
12250,1,0,11,0,-11
12251,0,0,47,0,-47
12252,1,1,149,2528,2379
12253,1,0,38,0,-38
12254,1,1,44,1693,1649
12255,0,0,22,0,-22
12256,1,1,122,1445,1323
12257,1,1,423,1243,820
12258,0,0,14,0,-14
12259,1,1,642,1224,582
12260,0,0,46,0,-46
12261,1,0,100,0,-100
12262,1,0,39,0,-39
12263,1,1,402,2077,1675
12264,0,0,44,0,-44
12265,1,1,408,1209,801
12266,0,0,5,0,-5
12267,1,1,336,1297,961
12268,1,0,86,0,-86
12269,1,0,34,0,-34
12270,0,0,15,0,-15
12271,0,0,33,0,-33
12272,0,0,37,0,-37
12273,0,0,13,0,-13
12274,0,0,98,0,-98
12275,1,0,114,0,-114
12276,0,0,5,0,-5
12277,0,0,84,0,-84
12278,1,1,453,1508,1055
12279,1,0,18,0,-18
12280,1,0,83,0,-83
12281,0,0,1,0,-1
12282,0,0,107,0,-107
12283,1,0,16,0,-16
12284,1,1,774,1335,561
12285,1,1,353,1695,1342
12286,1,1,971,1212,241
12287,1,1,467,1257,790
12288,0,0,117,0,-117
12289,1,1,161,1325,1164
12290,0,0,26,0,-26
12291,1,0,22,0,-22
12292,1,0,9,0,-9
12293,0,0,8,0,-8
12294,1,0,11,0,-11
12295,0,0,39,0,-39
12296,1,0,15,0,-15
12297,1,0,12,0,-12
12298,1,1,482,1241,759
12299,1,0,140,0,-140
12300,0,0,8,0,-8
12301,1,0,115,0,-115
12302,0,0,38,0,-38
12303,0,0,3,0,-3
12304,1,1,1167,1975,808
12305,1,1,457,1208,751
12306,0,0,5,0,-5
12307,1,1,289,1338,1049
12308,1,0,90,0,-90
12309,1,1,439,1273,834
12310,0,0,388,0,-388
12311,0,0,2,0,-2
12312,1,1,1311,1207,-104
12313,0,0,88,0,-88
12314,1,1,1174,1260,86
12315,1,1,547,1225,678
12316,0,0,64,0,-64
12317,0,0,19,0,-19
12318,0,0,109,0,-109
12319,0,0,2,0,-2
12320,1,1,167,1265,1098
12321,1,0,53,0,-53
12322,1,0,49,0,-49
12323,1,0,57,0,-57
12324,1,1,282,1364,1082
12325,1,0,86,0,-86
12326,1,1,635,1344,709
12327,0,0,34,0,-34
12328,0,0,12,0,-12
12329,1,0,49,0,-49
12330,1,0,14,0,-14
12331,0,0,134,0,-134
12332,1,1,840,1427,587
12333,1,0,29,0,-29
12334,0,0,40,0,-40
12335,0,0,22,0,-22
12336,0,0,23,0,-23
12337,1,0,48,0,-48
12338,1,0,50,0,-50
12339,1,1,814,1207,393
12340,1,0,10,0,-10
12341,0,0,3,0,-3
12342,0,0,70,0,-70
12343,0,0,37,0,-37
12344,0,0,64,0,-64
12345,0,0,38,0,-38
12346,1,0,13,0,-13
12347,1,1,337,1366,1029
12348,1,0,7,0,-7
12349,0,0,0,0,0
12350,1,1,79,1231,1152
12351,1,1,117,1327,1210
12352,1,0,24,0,-24
12353,1,1,237,1354,1117
12354,1,0,17,0,-17
12355,1,0,20,0,-20
12356,0,0,87,0,-87
12357,1,0,13,0,-13
12358,0,0,41,0,-41
12359,0,0,13,0,-13
12360,0,0,37,0,-37
12361,0,0,5,0,-5
12362,0,0,5,0,-5
12363,1,1,1522,1392,-130
12364,0,0,2,0,-2
12365,0,0,67,0,-67
12366,1,1,1446,1637,191
12367,1,1,642,1717,1075
12368,1,0,0,0,0
12369,1,1,234,1323,1089
12370,1,0,20,0,-20
12371,0,0,108,0,-108
12372,1,0,27,0,-27
12373,0,0,28,0,-28
12374,1,0,37,0,-37
12375,1,1,872,1732,860
12376,0,0,65,0,-65
12377,1,1,314,1677,1363
12378,1,0,37,0,-37
12379,1,1,45,1875,1830
12380,0,0,57,0,-57
12381,0,0,52,0,-52
12382,0,0,30,0,-30
12383,1,0,13,0,-13
12384,1,0,93,0,-93
12385,1,1,167,1635,1468
12386,0,0,4,0,-4
12387,1,1,372,1427,1055
12388,1,1,538,1414,876
12389,1,0,58,0,-58
12390,1,1,949,1345,396
12391,1,1,665,2054,1389
12392,1,1,515,1427,912
12393,1,1,193,1879,1686
12394,0,0,52,0,-52
12395,0,0,39,0,-39
12396,0,0,26,0,-26
12397,0,0,72,0,-72
12398,1,0,32,0,-32
12399,1,0,47,0,-47
12400,1,1,2372,1400,-972
12401,1,0,35,0,-35
12402,0,0,57,0,-57
12403,0,0,135,0,-135
12404,0,0,2,0,-2
12405,1,0,36,0,-36
12406,0,0,43,0,-43
12407,1,1,66,1387,1321
12408,1,1,923,2954,2031
12409,1,0,6,0,-6
12410,0,0,13,0,-13
12411,1,0,50,0,-50
12412,0,0,1,0,-1
12413,1,0,24,0,-24
12414,1,0,4,0,-4
12415,1,0,13,0,-13
12416,1,1,631,1625,994
12417,1,0,120,0,-120
12418,0,0,4,0,-4
12419,0,0,14,0,-14
12420,1,1,1297,1356,59
12421,1,1,749,1310,561
12422,1,1,241,1249,1008
12423,1,1,508,1418,910
12424,0,0,4,0,-4
12425,1,1,534,1594,1060
12426,0,0,31,0,-31
12427,1,0,40,0,-40
12428,0,0,4,0,-4
12429,1,1,651,1344,693
12430,1,1,83,2050,1967
12431,1,0,54,0,-54
12432,1,0,86,0,-86
12433,1,0,43,0,-43
12434,1,0,80,0,-80
12435,0,0,52,0,-52
12436,1,1,306,1233,927
12437,1,1,1455,1924,469
12438,1,1,1814,1303,-511
12439,0,0,14,0,-14
12440,1,0,12,0,-12
12441,1,0,62,0,-62
12442,1,1,1614,1261,-353
12443,1,0,13,0,-13
12444,0,0,80,0,-80
12445,1,0,4,0,-4
12446,1,1,581,1202,621
12447,1,1,232,1354,1122
12448,1,1,253,2559,2306
12449,0,0,73,0,-73
12450,0,0,2,0,-2
12451,1,1,568,2239,1671
12452,1,1,72,1550,1478
12453,1,0,52,0,-52
12454,1,1,76,1880,1804
12455,1,0,30,0,-30
12456,0,0,4,0,-4
12457,1,1,222,1203,981
12458,1,1,454,1319,865
12459,0,0,36,0,-36
12460,1,1,322,1218,896
12461,0,0,32,0,-32
12462,0,0,76,0,-76
12463,0,0,22,0,-22
12464,0,0,15,0,-15
12465,1,1,491,1556,1065
12466,1,1,1114,1410,296
12467,1,1,173,1284,1111
12468,0,0,115,0,-115
12469,1,1,69,1556,1487
12470,1,1,659,1327,668
12471,0,0,17,0,-17
12472,0,0,5,0,-5
12473,1,1,609,1225,616
12474,0,0,32,0,-32
12475,0,0,1,0,-1
12476,0,0,1,0,-1
12477,1,0,20,0,-20
12478,0,0,6,0,-6
12479,1,1,429,2238,1809
12480,1,1,113,3009,2896
12481,1,0,21,0,-21
12482,0,0,31,0,-31
12483,1,1,207,1481,1274
12484,0,0,12,0,-12
12485,1,1,224,2280,2056
12486,1,0,15,0,-15
12487,0,0,23,0,-23
12488,0,0,139,0,-139
12489,1,0,9,0,-9
12490,1,1,196,1845,1649
12491,1,1,69,1245,1176
12492,1,1,595,1242,647
12493,1,0,236,0,-236
12494,0,0,33,0,-33
12495,1,1,63,1700,1637
12496,0,0,0,0,0
12497,0,0,27,0,-27
12498,1,0,2,0,-2
12499,1,0,5,0,-5
12500,1,0,67,0,-67
12501,1,1,489,1848,1359
12502,1,0,52,0,-52
12503,1,1,642,1246,604
12504,1,1,105,1886,1781
12505,1,1,770,1850,1080
12506,0,0,124,0,-124
12507,1,0,34,0,-34
12508,1,0,153,0,-153
12509,1,1,321,2164,1843
12510,1,1,23,1728,1705
